"id","description"
"16684","SUITE, TERRAÇO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16360","SUITE, VISTA PARA O MAR 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 33%"
"16359","SUITE, VISTA PARA O MAR 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS + PROMOÇÃO PRIVADA: POUPE 10%"
"16350","SUITE, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16351","SUITE, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16352","SUITE, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"14943","SUITE, VISTAS AL RÍO"
"6769","SUITE,1 DOUBLE BED AND 1 DOUBLE SOFA BED,NONSMOKING + SAVE19%"
"6764","SUITE,1 DOUBLE BED AND 1 DOUBLE SOFA BED,NONSMOKING + SAVE25%"
"9016","SUITE,2 DOUBLE BEDS AND 1 TWIN BED,NONSMOKING + SAVE11%"
"13458","SUP DELUXE APARTMENT 1 BEDROOM W BUNK BED (FOR 1 ADULTS, 0 CHILDREN AND 0 INFANTS)"
"559","SUPERIOR"
"568","SUPERIOR    NO REEMBOLSABLE"
"16793","SUPERIOR   NONREFUNDABLE-  NON REFUNDABLE"
"11615","SUPERIOR  SGL"
"441","SUPERIOR ""THE WELLINGTON CLUB"""
"558","SUPERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12815","SUPERIOR 1PAX"
"12667","SUPERIOR 2 ADULTS + 1CHILD"
"13943","SUPERIOR 2 ADULTS + 1CHILD   TARIFA EMPAQUETADA"
"608","SUPERIOR 2 PAX"
"13836","SUPERIOR APARTMENT"
"14150","SUPERIOR APARTMENT   3 BEDROOMS"
"13541","SUPERIOR APARTMENT   NON REFUNDABLE"
"13528","SUPERIOR APARTMENT , 2 TWIN BEDS + "
"13482","SUPERIOR APARTMENT 1 BEDROOM"
"13501","SUPERIOR APARTMENT, 1 KING BED, PRIVATE BATHROOM"
"13499","SUPERIOR APARTMENT, 1 KING BED, PRIVATE BATHROOM + "
"1322","SUPERIOR APARTMENT, 2 BEDROOMS, TERRACE"
"1492","SUPERIOR BB"
"14668","SUPERIOR CITY VIEW"
"13709","SUPERIOR CITY VIEW , 1 QUEEN BED + "
"16727","SUPERIOR CITY VIEW 1 CAMA QUEEN SIZE + PROMOÇÃO PRIVADA: POUPE 10%"
"16723","SUPERIOR CITY VIEW 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"11843","SUPERIOR CITY VW ROOM TWINS FLOOR 8 10 CITY VW FULL MARBLE BATHROOM LUXURY"
"5453","SUPERIOR CLUB ROOM   ROOM (1 BATHROOM – 2 PEOPLE MAX)"
"7307","SUPERIOR CLUB,1 KING BED,NONSMOKING + PRIVATE SALE"
"6775","SUPERIOR CLUB,1 KING BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"7306","SUPERIOR CLUB,2 TWIN BEDS,NONSMOKING + PRIVATE SALE"
"6774","SUPERIOR CLUB,2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%"
"6409","SUPERIOR COURTYARD ROOM,1 QUEEN BED,NONSMOKING + BOOK NOW AND SAVE"
"8800","SUPERIOR COURTYARD ROOM,1 QUEEN BED,NONSMOKING + SAVE 20%"
"1078","SUPERIOR DBL ROOM ( BREAKFAST )"
"1084","SUPERIOR DBL ROOM ( FULL BOARD )"
"1083","SUPERIOR DBL ROOM ( HALF BOARD )"
"1076","SUPERIOR DBL ROOM ( NONE )"
"15055","SUPERIOR DELUXE DOUBLE OR TWIN ROOM    NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE"
"12096","SUPERIOR DELUXE ONE BEDROOM APARTMENT"
"12094","SUPERIOR DELUXE ONE BEDROOM APARTMENT RO NRF"
"13877","SUPERIOR DELUXE ROOM"
"1545","SUPERIOR DOBLE ROOM ( 2 ADULTS)"
"5394","SUPERIOR DOUBLE"
"13692","SUPERIOR DOUBLE (SINGLE USE)"
"5388","SUPERIOR DOUBLE + EXCLUSIVE DISCOUNT|NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"5396","SUPERIOR DOUBLE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"14119","SUPERIOR DOUBLE APARTMENT (FULL DOUBLE BED) (KING SIZE BED)"
"440","SUPERIOR DOUBLE BED"
"235","SUPERIOR DOUBLE BEDROOM WITH BALCONY + ONLINE CHECKIN"
"5521","SUPERIOR DOUBLE OR TWIN"
"5512","SUPERIOR DOUBLE OR TWIN + EXCLUSIVE DISCOUNT"
"1070","SUPERIOR DOUBLE OR TWIN ROOM"
"13527","SUPERIOR DOUBLE OR TWIN ROOM   BREAKFAST INCLUDED IN THE PRICE"
"13525","SUPERIOR DOUBLE OR TWIN ROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE"
"11791","SUPERIOR DOUBLE OR TWIN ROOM  BREAKFAST INCLUDED IN THE PRICE"
"11753","SUPERIOR DOUBLE OR TWIN ROOM  NONREFUNDABLE"
"11771","SUPERIOR DOUBLE OR TWIN ROOM  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE"
"11783","SUPERIOR DOUBLE OR TWIN ROOM  SINGLE OCCUPANCY  BREAKFAST INCLUDED IN THE PRICE"
"13589","SUPERIOR DOUBLE OR TWIN ROOM , 1 DOUBLE BED + "
"13509","SUPERIOR DOUBLE OR TWIN ROOM , 1 QUEEN BED + "
"13302","SUPERIOR DOUBLE OR TWIN ROOM , 2 TWIN BEDS + "
"902","SUPERIOR DOUBLE OR TWIN ROOM (2 TWIN BEDS OR 1 KING BED)"
"12285","SUPERIOR DOUBLE OR TWIN ROOM (2 TWIN BEDS)"
"12273","SUPERIOR DOUBLE OR TWIN ROOM (2 TWIN BEDS) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"8730","SUPERIOR DOUBLE OR TWIN ROOM (DESIGN),1 QUEEN BED,NONSMOKING + BOOK NOW AND SAVE"
"8754","SUPERIOR DOUBLE OR TWIN ROOM (DESIGN),1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"8729","SUPERIOR DOUBLE OR TWIN ROOM (DESIGN),2 TWIN BEDS,NONSMOKING + BOOK NOW AND SAVE"
"8755","SUPERIOR DOUBLE OR TWIN ROOM (DESIGN),2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%"
"13383","SUPERIOR DOUBLE OR TWIN ROOM (SQUARE VIEW) , 1 QUEEN BED + "
"13382","SUPERIOR DOUBLE OR TWIN ROOM (SQUARE VIEW) , 2 TWIN BEDS + "
"13415","SUPERIOR DOUBLE OR TWIN ROOM (SUPERIOR) , 1 QUEEN BED + "
"13417","SUPERIOR DOUBLE OR TWIN ROOM (SUPERIOR) , 2 TWIN BEDS + "
"12646","SUPERIOR DOUBLE OR TWIN ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"1351","SUPERIOR DOUBLE OR TWIN ROOM 2 ADULTS"
"13644","SUPERIOR DOUBLE OR TWIN ROOM NON REFUNDABLE"
"11961","SUPERIOR DOUBLE OR TWIN ROOM NONREFUNDABLE"
"11419","SUPERIOR DOUBLE OR TWIN ROOM WITH BALCONY  NONREFUNDABLE"
"11442","SUPERIOR DOUBLE OR TWIN ROOM WITH BALCONY  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE"
"11430","SUPERIOR DOUBLE OR TWIN ROOM WITH BALCONY  SINGLE OCCUPANCY  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE"
"14793","SUPERIOR DOUBLE OR TWIN ROOM WITH CITY VIEW"
"14270","SUPERIOR DOUBLE OR TWIN ROOM WITH EXTRA BED (2 ADULTS + 1 CHILD) (1 SINGLE BED AND 1 DOUBLE BED OR 3 SINGLE BEDS)   FREE WIFI"
"12870","SUPERIOR DOUBLE OR TWIN ROOM WITH STREET VIEW"
"14504","SUPERIOR DOUBLE OR TWIN ROOM WITH STREET VIEW   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"5034","SUPERIOR DOUBLE OR TWIN ROOM WITH VIEW"
"5047","SUPERIOR DOUBLE OR TWIN ROOM WITH VIEW   BREAKFAST INCLUDED IN THE PRICE"
"13634","SUPERIOR DOUBLE OR TWIN ROOM, ENSUITE , 1 KING BED + "
"13635","SUPERIOR DOUBLE OR TWIN ROOM, ENSUITE , 2 TWIN BEDS + "
"1282","SUPERIOR DOUBLE OR TWIN ROOM, TERRACE, RIVER VIEW"
"6460","SUPERIOR DOUBLE OR TWIN ROOM,1 DOUBLE BED,NONSMOKING"
"9290","SUPERIOR DOUBLE OR TWIN ROOM,1 KING BED AND 1 TWIN SOFA BED,NONSMOKING"
"6388","SUPERIOR DOUBLE OR TWIN ROOM,1 KING BED AND 1 TWIN SOFA BED,NONSMOKING + BOOK EARLY AND SAVE"
"8815","SUPERIOR DOUBLE OR TWIN ROOM,1 KING BED AND 1 TWIN SOFA BED,NONSMOKING + SAVE10%"
"6519","SUPERIOR DOUBLE OR TWIN ROOM,1 KING BED,NONSMOKING + SAVE10%"
"6565","SUPERIOR DOUBLE OR TWIN ROOM,1 QUEEN BED,NONSMOKING + SAVE10%"
"6570","SUPERIOR DOUBLE OR TWIN ROOM,1 QUEEN BED,NONSMOKING + SAVE11%"
"6520","SUPERIOR DOUBLE OR TWIN ROOM,2 LARGE TWIN BEDS,NONSMOKING + SAVE10%"
"6459","SUPERIOR DOUBLE OR TWIN ROOM,2 TWIN BEDS,NONSMOKING"
"6564","SUPERIOR DOUBLE OR TWIN ROOM,2 TWIN BEDS,NONSMOKING + SAVE10%"
"6569","SUPERIOR DOUBLE OR TWIN ROOM,2 TWIN BEDS,NONSMOKING + SAVE11%"
"732","SUPERIOR DOUBLE ROOM"
"13277","SUPERIOR DOUBLE ROOM   BREAKFAST INCLUDED IN THE PRICE"
"13266","SUPERIOR DOUBLE ROOM   NON REFUNDABLE"
"4734","SUPERIOR DOUBLE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"11444","SUPERIOR DOUBLE ROOM  BREAKFAST INCLUDED IN THE PRICE"
"13400","SUPERIOR DOUBLE ROOM , 1 DOUBLE BED"
"13269","SUPERIOR DOUBLE ROOM , 1 DOUBLE BED + "
"13648","SUPERIOR DOUBLE ROOM , 1 QUEEN BED"
"13329","SUPERIOR DOUBLE ROOM , 1 QUEEN BED + "
"13270","SUPERIOR DOUBLE ROOM , 2 TWIN BEDS + "
"1365","SUPERIOR DOUBLE ROOM (1 QUEEN BED)"
"14151","SUPERIOR DOUBLE ROOM (CITY VIEW)"
"9262","SUPERIOR DOUBLE ROOM (DESIGN),1 DOUBLE BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"13817","SUPERIOR DOUBLE ROOM (FULL DOUBLE BED)"
"13798","SUPERIOR DOUBLE ROOM (FULL DOUBLE BED) (BED TYPE IS SUBJECT TO AVAILABILITY)"
"13827","SUPERIOR DOUBLE ROOM (FULL DOUBLE BED) (KING SIZE BED)"
"13848","SUPERIOR DOUBLE ROOM (FULL DOUBLE BED) (QUEEN SIZE BED)"
"6347","SUPERIOR DOUBLE ROOM (PITTORESQUE),1 QUEEN BED,NONSMOKING + MEMBER’S EXCLUSIVE PRICE"
"9211","SUPERIOR DOUBLE ROOM (PITTORESQUE),1 QUEEN BED,NONSMOKING + MEMBER’S PRICE: 10%"
"13870","SUPERIOR DOUBLE ROOM (TWIN BEDS)"
"13919","SUPERIOR DOUBLE ROOM (TWIN BEDS) (BED TYPE IS SUBJECT TO AVAILABILITY)"
"15021","SUPERIOR DOUBLE ROOM (WITH SOFA BED)"
"15016","SUPERIOR DOUBLE ROOM (WITH SOFA BED) NON REFUNDABLE"
"731","SUPERIOR DOUBLE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"5549","SUPERIOR DOUBLE ROOM + SPECIAL DISCOUNT"
"15872","SUPERIOR DOUBLE ROOM 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%"
"15874","SUPERIOR DOUBLE ROOM 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%"
"15023","SUPERIOR DOUBLE ROOM BALCONY"
"14859","SUPERIOR DOUBLE ROOM BALCONY (KITCHENETTE)"
"15024","SUPERIOR DOUBLE ROOM BALCONY NON REFUNDABLE"
"1523","SUPERIOR DOUBLE ROOM BB"
"1527","SUPERIOR DOUBLE ROOM HB"
"13579","SUPERIOR DOUBLE ROOM NON REFUNDABLE"
"11267","SUPERIOR DOUBLE ROOM NONREFUNDABLE"
"11000","SUPERIOR DOUBLE ROOM NR"
"10979","SUPERIOR DOUBLE ROOM NR RO"
"15978","SUPERIOR DOUBLE ROOM PLUS 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"10987","SUPERIOR DOUBLE ROOM RO"
"15104","SUPERIOR DOUBLE ROOM RO   NON REFUNDABLE"
"11044","SUPERIOR DOUBLE ROOM RO  NON REFUNDABLE"
"15068","SUPERIOR DOUBLE ROOM RO NR"
"13268","SUPERIOR DOUBLE ROOM SINGLE USE , 1 DOUBLE BED + "
"13271","SUPERIOR DOUBLE ROOM SINGLE USE , 1 TWIN BED + "
"1364","SUPERIOR DOUBLE ROOM SINGLE USE (1 QUEEN BED)"
"11103","SUPERIOR DOUBLE ROOM TERRACE"
"12943","SUPERIOR DOUBLE ROOM WITH A VIEW TO LISBON"
"11230","SUPERIOR DOUBLE ROOM WITH BALCONY"
"11154","SUPERIOR DOUBLE ROOM WITH CITY VIEW"
"13367","SUPERIOR DOUBLE ROOM WITH RIVER VIEW   BREAKFAST INCLUDED IN THE PRICE"
"13334","SUPERIOR DOUBLE ROOM WITH RIVER VIEW   NON REFUNDABLE"
"11960","SUPERIOR DOUBLE ROOM WITH RIVER VIEW  BREAKFAST INCLUDED IN THE PRICE"
"11920","SUPERIOR DOUBLE ROOM WITH RIVER VIEW  NONREFUNDABLE"
"14934","SUPERIOR DOUBLE ROOM WITH SEA VIEW   BREAKFAST INCLUDED IN THE PRICE"
"1240","SUPERIOR DOUBLE ROOM WITH TERRACE"
"1242","SUPERIOR DOUBLE ROOM WITH TERRACE   BREAKFAST INCLUDED IN THE PRICE"
"16754","SUPERIOR DOUBLE ROOM WITH TWO DOUBLE BEDS"
"11947","SUPERIOR DOUBLE ROOM, 1 DOUBLE BED"
"8928","SUPERIOR DOUBLE ROOM, 1 DOUBLE BED,NONSMOKING"
"8939","SUPERIOR DOUBLE ROOM, 1 DOUBLE BED,NONSMOKING + SAVE10%"
"8927","SUPERIOR DOUBLE ROOM, 1 DOUBLE BED,NONSMOKING + SAVE11%"
"6439","SUPERIOR DOUBLE ROOM, 1 QUEEN BED, NON SMOKING"
"9381","SUPERIOR DOUBLE ROOM, 1 QUEEN BED, NON SMOKING + SAVE10%"
"1398","SUPERIOR DOUBLE ROOM, BALCONY"
"1362","SUPERIOR DOUBLE ROOM, CITY VIEW"
"15020","SUPERIOR DOUBLE ROOM, CITY VIEW,1 DOUBLE BED,NONSMOKING"
"8622","SUPERIOR DOUBLE ROOM, GARDEN AREA,1 DOUBLE BED,NONSMOKING + SAVE10%"
"9669","SUPERIOR DOUBLE ROOM, GARDEN AREA,1 DOUBLE BED,NONSMOKING + SAVE19%"
"6430","SUPERIOR DOUBLE ROOM, NON SMOKING,1 QUEEN BED + SAVE10%"
"6431","SUPERIOR DOUBLE ROOM, NON SMOKING,2 TWIN BEDS + SAVE10%"
"1292","SUPERIOR DOUBLE ROOM, TERRACE"
"1327","SUPERIOR DOUBLE ROOM, TERRACE (CABAÑA)"
"6502","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING"
"6495","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + BOOK EARLY AND SAVE"
"6345","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + MEMBER’S EXCLUSIVE PRICE"
"8777","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + MEMBER’S PRICE: 10%"
"9205","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + MEMBER’S PRICE: 15%"
"6393","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + PRIVATE SALE"
"6571","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"6333","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
"9175","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE11%"
"6692","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE15%"
"7138","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE21%"
"6713","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE25%"
"6537","SUPERIOR DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE28%"
"8834","SUPERIOR DOUBLE ROOM,1 KING BED,NONSMOKING"
"6432","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING"
"8821","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 11%"
"9380","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING + SAVE10%"
"9011","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING + SAVE15%"
"6646","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING + SAVE25%"
"6641","SUPERIOR DOUBLE ROOM,1 QUEEN BED,NONSMOKING + SAVE26%"
"6433","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING"
"8822","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 11%"
"6332","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + SAVE10%"
"6590","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + SAVE11%"
"9010","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + SAVE15%"
"8979","SUPERIOR DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + SAVE25%"
"11759","SUPERIOR DOUBLE ROOM(1 KING BED)"
"11738","SUPERIOR DOUBLE ROOM(1 KING BED) NON REFUNDABLE"
"11758","SUPERIOR DOUBLE ROOM(2 TWIN BEDS)"
"11736","SUPERIOR DOUBLE ROOM(2 TWIN BEDS) NON REFUNDABLE"
"13976","SUPERIOR DOUBLE SUITE (FULL DOUBLE BED)"
"13980","SUPERIOR DOUBLE SUITE (FULL DOUBLE BED) (+ SOFA, KITCHEN)"
"5411","SUPERIOR DOUBLE WITH BALCONY + SPECIAL DISCOUNT"
"15194","SUPERIOR DOUBLE/TWIN ROOM"
"15185","SUPERIOR DOUBLE/TWIN ROOM BB   NON REFUNDABLE"
"15187","SUPERIOR DOUBLE/TWIN ROOM RO"
"2866","SUPERIOR EB 15D BB"
"2864","SUPERIOR EB 15D RO"
"1183","SUPERIOR EB 60D BB"
"1180","SUPERIOR EB 60D RO"
"12262","SUPERIOR EXECUTIVE"
"12218","SUPERIOR GARDEN VIEW"
"11113","SUPERIOR GARDEN VIEW  SPECIAL OFFER"
"11096","SUPERIOR GARDEN VIEW  SPECIAL OFFER  PACK"
"11232","SUPERIOR GARDEN VIEW HB"
"11220","SUPERIOR GARDEN VIEW HB  PACK"
"11212","SUPERIOR GARDEN VIEW HB  SPECIAL OFFER"
"11198","SUPERIOR GARDEN VIEW HB  SPECIAL OFFER  PACK"
"393","SUPERIOR KING"
"17010","SUPERIOR KING FLASH SALE"
"12074","SUPERIOR KING NR"
"14986","SUPERIOR KING ROOM   SINGLE OCCUPANCY   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE"
"11564","SUPERIOR KING ROOM  BREAKFAST INCLUDED IN THE PRICE"
"11508","SUPERIOR KING ROOM  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE"
"13","SUPERIOR ME PLAZA DEL ÁNGEL VIEWS"
"11","SUPERIOR ME PLAZA DEL ÁNGEL VIEWS    NO REEMBOLSABLE"
"11844","SUPERIOR PARK VIEW 2 TWIN BEDS FLOOR 8 10 CITY VW FULL MARBLE BATHROOM FREE"
"12776","SUPERIOR PARK VIEW ROOM TWIN"
"12518","SUPERIOR PLUS"
"1856","SUPERIOR PREMIER (2PAX)"
"16907","SUPERIOR QUEEN ROOM"
"11541","SUPERIOR QUEEN ROOM  BREAKFAST INCLUDED IN THE PRICE"
"11486","SUPERIOR QUEEN ROOM  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE"
"14669","SUPERIOR RIVER VIEW"
"15398","SUPERIOR RIVER VIEW   NRF"
"15405","SUPERIOR RIVER VIEW RO"
"15388","SUPERIOR RIVER VIEW RO   NRF"
"1489","SUPERIOR RO"
"130","SUPERIOR ROOM"
"475","SUPERIOR ROOM    NO REEMBOLSABLE"
"797","SUPERIOR ROOM   KING OR TWIN ROOM"
"933","SUPERIOR ROOM   KING OR TWIN ROOM    NO REEMBOLSABLE"
"937","SUPERIOR ROOM   KING OR TWIN ROOM   TARIFA EMPAQUETADA"
"931","SUPERIOR ROOM   KING OR TWIN ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"15270","SUPERIOR ROOM   NON REFUNDABLE"
"1146","SUPERIOR ROOM   PACKAGE RATE"
"2961","SUPERIOR ROOM   SEA VIEW"
"14890","SUPERIOR ROOM   SINGLE OCCUPANCY   BREAKFAST INCLUDED IN THE PRICE"
"14710","SUPERIOR ROOM   SPECIAL OFFER"
"14223","SUPERIOR ROOM   SPECIAL OFFER   PACK"
"13942","SUPERIOR ROOM   TARIFA EMPAQUETADA"
"473","SUPERIOR ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"353","SUPERIOR ROOM   TERRACE"
"11545","SUPERIOR ROOM  NON REFUNDABLE"
"11115","SUPERIOR ROOM  PACK"
"11094","SUPERIOR ROOM  SPECIAL OFFER"
"11073","SUPERIOR ROOM  SPECIAL OFFER  PACK"
"13407","SUPERIOR ROOM , 1 DOUBLE BED + "
"11260","SUPERIOR ROOM (1/2 PAX)"
"12350","SUPERIOR ROOM (1AD)"
"12359","SUPERIOR ROOM (1AD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"2819","SUPERIOR ROOM (2 ADULTOS + 1 NIÑO)"
"576","SUPERIOR ROOM (2 ADULTS + 1 CHILD)"
"575","SUPERIOR ROOM (2 ADULTS + 1 CHILD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12329","SUPERIOR ROOM (2AD + 1CH)"
"12343","SUPERIOR ROOM (2AD + 1CH) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12373","SUPERIOR ROOM (3AD)"
"12376","SUPERIOR ROOM (3AD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"6667","SUPERIOR ROOM (BALCONY UPON AVAILABILITY),1 KING BED,NONSMOKING + BOOK NOW AND SAVE"
"6709","SUPERIOR ROOM (BALCONY UPON AVAILABILITY),1 KING BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"13377","SUPERIOR ROOM (CITYVIEW)   NON REFUNDABLE"
"14284","SUPERIOR ROOM (EXTRA BED 2 ADULTS + 1 CHILD) (2 TWIN BEDS OR 1 DOUBLE BED)"
"13434","SUPERIOR ROOM (EXTRA BED)"
"1532","SUPERIOR ROOM (NEW STYLE)"
"6386","SUPERIOR ROOM (WITH SPA ACCESS),1 QUEEN BED,NONSMOKING"
"9261","SUPERIOR ROOM (WITH SPA ACCESS),1 QUEEN BED,NONSMOKING + SAVE10%"
"8783","SUPERIOR ROOM (WITH SPA ACCESS),1 QUEEN BED,NONSMOKING + SAVE11%"
"5434","SUPERIOR ROOM + EXCLUSIVE DISCOUNT"
"85","SUPERIOR ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12651","SUPERIOR ROOM 1 ADULT"
"13931","SUPERIOR ROOM 1 ADULT   TARIFA EMPAQUETADA"
"13409","SUPERIOR ROOM 1 DOUBLE BED NONSMOKING"
"11315","SUPERIOR ROOM 1 KING BED"
"11300","SUPERIOR ROOM 1 KING BED NONREFUNDABLE"
"14930","SUPERIOR ROOM 1 QUEEN BED TERRACE NON REFUNDABLE"
"14706","SUPERIOR ROOM 2 TWIN BEDS NON SMOKING RIVER VIEW NON REFUNDABLE"
"246","SUPERIOR ROOM 2+1"
"12718","SUPERIOR ROOM 3 ADULTS"
"14012","SUPERIOR ROOM 3 ADULTS   TARIFA EMPAQUETADA"
"11565","SUPERIOR ROOM BB"
"15352","SUPERIOR ROOM BB   NR15BB10   NON REFUNDABLE 15D BB 10%"
"11756","SUPERIOR ROOM BB  NR15BB10  NON REFUNDABLE 15D BB 10"
"11765","SUPERIOR ROOM BB  NR15BB10  NON REFUNDABLE 15D BB 10 NON REFUNDABLE"
"15386","SUPERIOR ROOM BB NRF"
"241","SUPERIOR ROOM CITY VIEW"
"13865","SUPERIOR ROOM CITY VIEW NON REFUNDABLE"
"15206","SUPERIOR ROOM FB"
"11224","SUPERIOR ROOM HB"
"14755","SUPERIOR ROOM HB   SPECIAL OFFER"
"14254","SUPERIOR ROOM HB   SPECIAL OFFER   PACK"
"11210","SUPERIOR ROOM HB  PACK"
"11201","SUPERIOR ROOM HB  SPECIAL OFFER"
"11189","SUPERIOR ROOM HB  SPECIAL OFFER  PACK"
"321","SUPERIOR ROOM KING"
"1219","SUPERIOR ROOM NEW STYLE"
"10937","SUPERIOR ROOM NON REFUNDABLE"
"11842","SUPERIOR ROOM QUEEN FLOOR 8 10 CITY VIEW FULL MARBLE BATHROOM LUXURY BED FREE"
"15318","SUPERIOR ROOM RO"
"15350","SUPERIOR ROOM RO   NR15RO10   NON REFUNDABLE 15D RO 10%"
"11746","SUPERIOR ROOM RO  NR15RO10  NON REFUNDABLE 15D RO 10"
"15377","SUPERIOR ROOM RO NRF"
"15325","SUPERIOR ROOM SINGLE USE BB"
"15321","SUPERIOR ROOM SINGLE USE RO"
"10849","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE **PACKAGE RATE**, FULL BOARD, FREE WIFI"
"10848","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE **PACKAGE RATE**, HALF BOARD, FREE WIFI"
"10846","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE BREAKFAST BUFFET, FREE WIFI"
"10839","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE FREE WIFI"
"10936","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE FULL BOARD, FREE WIFI"
"10934","SUPERIOR ROOM TERRACE (2 ADULTS + 1 CHILD) NON REFUNDABLE HALF BOARD, FREE WIFI"
